ProteinId	q-value
HPRR140662	0.005952380952380952
HPRR540010	0.005952380952380952
HPRR1460001	0.005952380952380952
HPRR2700128	0.005952380952380952
HPRR231837	0.005952380952380952
HPRR2110498	0.005952380952380952
HPRR1950268	0.005952380952380952
HPRR1450358	0.005952380952380952
HPRR1010001	0.005952380952380952
HPRR2090043	0.005952380952380952
HPRR1951645	0.005952380952380952
HPRR2510306	0.005952380952380952
HPRR2500716	0.005952380952380952
HPRR650016	0.005952380952380952
HPRR340034	0.005952380952380952
HPRR4030046	0.005952380952380952
HPRR2760182	0.005952380952380952
HPRR280003	0.005952380952380952
HPRR2050324	0.005952380952380952
HPRR500083	0.005952380952380952
HPRR2540609	0.005952380952380952
HPRR2700179	0.005952380952380952
HPRR2110489	0.005952380952380952
HPRR2310052	0.005952380952380952
HPRR680239	0.005952380952380952
HPRR650006	0.005952380952380952
HPRR2210116	0.005952380952380952
HPRR640048	0.005952380952380952
HPRR1410031	0.005952380952380952
HPRR1450319	0.005952380952380952
HPRR370244	0.005952380952380952
HPRR232384	0.005952380952380952
HPRR1951792	0.005952380952380952
HPRR1951347	0.005952380952380952
HPRR1450059	0.005952380952380952
HPRR2150393	0.005952380952380952
HPRR2110056	0.005952380952380952
HPRR3450022	0.005952380952380952
HPRR1950515	0.005952380952380952
HPRR1950679	0.005952380952380952
HPRR1840184	0.005952380952380952
HPRR2551184	0.005952380952380952
HPRR1951371	0.005952380952380952
HPRR540013	0.005952380952380952
HPRR1950385	0.005952380952380952
HPRR330224	0.005952380952380952
HPRR1951431	0.005952380952380952
HPRR1951262	0.005952380952380952
HPRR1850008	0.005952380952380952
HPRR2501480	0.005952380952380952
HPRR2620054	0.005952380952380952
HPRR2760304	0.005952380952380952
HPRR2551185	0.005952380952380952
HPRR2180104	0.005952380952380952
HPRR1950528	0.005952380952380952
HPRR2551790	0.005952380952380952
HPRR1952500	0.005952380952380952
HPRR2250386	0.005952380952380952
HPRR2200011	0.005952380952380952
HPRR670080	0.005952380952380952
HPRR2640146	0.005952380952380952
HPRR590037	0.005952380952380952
HPRR1710003	0.005952380952380952
HPRR1900002	0.005952380952380952
HPRR2210165	0.005952380952380952
HPRR1450073	0.005952380952380952
HPRR2760146	0.005952380952380952
HPRR2551249	0.005952380952380952
HPRR330275	0.005952380952380952
HPRR1450215	0.005952380952380952
HPRR2320218	0.005952380952380952
HPRR2760180	0.005952380952380952
HPRR2320042	0.005952380952380952
HPRR231756	0.005952380952380952
HPRR2550633	0.005952380952380952
HPRR2650003	0.005952380952380952
HPRR2010050	0.005952380952380952
HPRR233074	0.005952380952380952
HPRR2050032	0.005952380952380952
HPRR2310049	0.005952380952380952
HPRR1450141	0.005952380952380952
HPRR2210058	0.005952380952380952
HPRR3720166	0.005952380952380952
HPRR2510213	0.005952380952380952
HPRR2551632	0.005952380952380952
HPRR670317	0.005952380952380952
HPRR2050313	0.005952380952380952
HPRR3020476	0.005952380952380952
HPRR1951583	0.005952380952380952
HPRR280111	0.005952380952380952
HPRR2440154	0.005952380952380952
HPRR2110192	0.005952380952380952
HPRR2500088	0.005952380952380952
HPRR1370013	0.005952380952380952
HPRR340039	0.005952380952380952
HPRR3910060	0.005952380952380952
HPRR2890041	0.005952380952380952
HPRR2540567	0.005952380952380952
HPRR2500368	0.005952380952380952
HPRR1320009,HPRR4320595	0.005952380952380952
HPRR280079	0.005952380952380952
HPRR2620016	0.005952380952380952
HPRR3090113	0.005952380952380952
HPRR2050226	0.005952380952380952
HPRR1950229	0.005952380952380952
HPRR2390049	0.005952380952380952
HPRR1950075	0.005952380952380952
HPRR2320220	0.005952380952380952
HPRR2640051	0.005952380952380952
HPRR2150237	0.005952380952380952
HPRR2050028	0.005952380952380952
HPRR2440405	0.005952380952380952
HPRR2550362	0.005952380952380952
HPRR3420055	0.005952380952380952
HPRR2330125	0.005952380952380952
HPRR2390055	0.005952380952380952
HPRR280081	0.005952380952380952
HPRR2360054	0.005952380952380952
HPRR2470377	0.005952380952380952
HPRR230897	0.005952380952380952
HPRR1952061	0.005952380952380952
HPRR2280170	0.005952380952380952
HPRR2260008	0.005952380952380952
HPRR1951798	0.005952380952380952
HPRR3000481	0.005952380952380952
HPRR2551324	0.005952380952380952
HPRR140746	0.005952380952380952
HPRR1951865	0.005952380952380952
HPRR1951747	0.005952380952380952
HPRR2700178	0.005952380952380952
HPRR1450363	0.005952380952380952
HPRR2390061	0.005952380952380952
HPRR390019	0.005952380952380952
HPRR300183	0.005952380952380952
HPRR2810254	0.005952380952380952
HPRR1450675	0.005952380952380952
HPRR2552126	0.005952380952380952
HPRR2551682	0.005952380952380952
HPRR1410063	0.005952380952380952
HPRR1370116	0.005952380952380952
HPRR360208	0.005952380952380952
HPRR2441086	0.005952380952380952
HPRR2110442	0.005952380952380952
HPRR1440139	0.005952380952380952
HPRR340181	0.005952380952380952
HPRR2930357	0.005952380952380952
HPRR3140345	0.005952380952380952
HPRR1951263	0.005952380952380952
HPRR1310038	0.005952380952380952
HPRR2110077	0.005952380952380952
HPRR2810004	0.005952380952380952
HPRR231541	0.005952380952380952
HPRR2550573	0.005952380952380952
HPRR2580010	0.005952380952380952
HPRR2500196	0.005952380952380952
HPRR1920021	0.005952380952380952
HPRR2540222	0.005952380952380952
HPRR2250382	0.005952380952380952
HPRR1951653	0.005952380952380952
HPRR500030	0.005952380952380952
HPRR2540402	0.005952380952380952
HPRR290033	0.005952380952380952
HPRR2390052	0.005952380952380952
HPRR3760696	0.005952380952380952
HPRR2880070	0.005952380952380952
HPRR4310028	0.005952380952380952
HPRR1950303	0.005952380952380952
HPRR2540435	0.005952380952380952
HPRR260088	0.011627906976744186
HPRR1470130	0.011627906976744186
HPRR2750112	0.011627906976744186
HPRR1450208	0.011627906976744186
HPRR4290954	0.022727272727272728
HPRR4320042	0.022727272727272728
HPRR2550550	0.022727272727272728
HPRR4160492	0.022727272727272728
HPRR2440760	0.033707865168539325
HPRR4340090	0.033707865168539325
HPRR230870	0.044444444444444446
HPRR4320313	0.044444444444444446
HPRR2300033	0.04918032786885246
HPRR4320165	0.04918032786885246
HPRR4320036	0.04918032786885246
HPRR4340086	0.05434782608695652
HPRR4320186	0.06951871657754011
HPRR4310013	0.06951871657754011
HPRR2440464	0.06951871657754011
HPRR4320010	0.07446808510638298
HPRR4320395	0.07894736842105263
HPRR4320409	0.07894736842105263
HPRR4310004	0.08900523560209424
HPRR4340058	0.09375
HPRR4320412	0.09743589743589744
HPRR4340051	0.09743589743589744
HPRR4320299	0.09743589743589744
HPRR2330128	0.10204081632653061
HPRR4320415	0.1044776119402985
HPRR3690184	0.1044776119402985
HPRR4340017	0.1044776119402985
HPRR4320543	0.1044776119402985
HPRR4320287	0.1044776119402985
HPRR4320697	0.11004784688995216
HPRR4320089	0.11004784688995216
HPRR4320513	0.11004784688995216
HPRR4030132	0.11004784688995216
HPRR2540430	0.11004784688995216
HPRR4320645	0.11004784688995216
HPRR4320545	0.11004784688995216
HPRR4160302	0.11004784688995216
HPRR4320045	0.11428571428571428
HPRR4320364	0.11848341232227488
HPRR3760711	0.13425925925925927
HPRR4320663	0.13425925925925927
HPRR4320063	0.13425925925925927
HPRR1951788	0.13425925925925927
HPRR4320489	0.13425925925925927
HPRR3730415	0.1415525114155251
HPRR4320541	0.1415525114155251
HPRR4320191	0.1415525114155251
HPRR4340074	0.15
HPRR4320494	0.15384615384615385
HPRR4320459	0.15765765765765766
HPRR4310008	0.16071428571428573
HPRR4340104	0.16071428571428573
HPRR3950217	0.17699115044247787
HPRR4340050	0.17699115044247787
HPRR4220485	0.18061674008810572
HPRR4320203	0.18340611353711792
HPRR4430109	0.18340611353711792
HPRR4320538	0.19480519480519481
HPRR4320575	0.19480519480519481
HPRR3730429	0.2017167381974249
HPRR4320591	0.2017167381974249
HPRR4460007	0.20253164556962025
HPRR4320471	0.20253164556962025
HPRR4291018	0.20253164556962025
HPRR4291008	0.20253164556962025
HPRR4340108	0.20502092050209206
HPRR4220263	0.20502092050209206
HPRR4320534	0.20833333333333334
HPRR4320461	0.2157676348547718
HPRR4320678	0.2163265306122449
HPRR4320033	0.2163265306122449
HPRR3720679	0.2163265306122449
HPRR4320122	0.2163265306122449
HPRR4310017	0.22357723577235772
HPRR4340093	0.22672064777327935
HPRR4340064	0.2366412213740458
HPRR3970058	0.2366412213740458
HPRR4320671	0.2366412213740458
HPRR4310012	0.2366412213740458
HPRR4320073	0.2366412213740458
HPRR4291027	0.2366412213740458
HPRR4340019	0.2366412213740458
HPRR4320600	0.2366412213740458
HPRR4340059	0.2366412213740458
HPRR4310067	0.2366412213740458
HPRR3780084	0.2366412213740458
HPRR4190307	0.2366412213740458
HPRR4320399	0.2366412213740458
HPRR4340025	0.2366412213740458
HPRR4320529	0.2366412213740458
HPRR4320694	0.24242424242424243
HPRR4320277	0.24242424242424243
HPRR4320457	0.2546816479400749
HPRR4310027	0.2546816479400749
HPRR4320072	0.2546816479400749
HPRR4290891	0.26022304832713755
HPRR4320391	0.26022304832713755
HPRR4320160	0.2740740740740741
HPRR3950020	0.2767527675276753
HPRR4290910	0.28308823529411764
HPRR4240053	0.2872727272727273
HPRR4290971	0.2872727272727273
HPRR4320586	0.2872727272727273
HPRR4320240	0.28776978417266186
HPRR4320500	0.28776978417266186
HPRR4350028	0.28776978417266186
HPRR3670067	0.2903225806451613
HPRR4340081	0.29328621908127206
HPRR4320630	0.29328621908127206
HPRR3730314	0.29328621908127206
HPRR4320239	0.29328621908127206
HPRR4050491	0.2992957746478873
HPRR4320605	0.3044982698961938
HPRR4320119	0.3044982698961938
HPRR4320531	0.3044982698961938
HPRR4320707	0.3044982698961938
HPRR4291054	0.3044982698961938
HPRR4320437	0.3161512027491409
HPRR4320008	0.3161512027491409
HPRR4320633	0.3174061433447099
HPRR4320107	0.3174061433447099
HPRR4320018	0.3187919463087248
HPRR4320684	0.3187919463087248
HPRR4320310	0.3187919463087248
HPRR4320555	0.3187919463087248
HPRR4320578	0.3187919463087248
HPRR4320286	0.33
HPRR4320029	0.33
HPRR1320009	0.3488372093023256
HPRR4320526	0.3509933774834437
HPRR4290876	0.3519736842105263
HPRR4320698	0.3519736842105263
HPRR4320659	0.3540983606557377
HPRR4050261	0.3559870550161812
HPRR4340047	0.3559870550161812
HPRR4320527	0.3559870550161812
HPRR4320551	0.3559870550161812
HPRR4320164	0.3580645161290323
HPRR4320248	0.36012861736334406
HPRR4450234	0.36217948717948717
HPRR4320420	0.3630573248407643
HPRR4320512	0.3630573248407643
HPRR3730453	0.36507936507936506
HPRR4290945	0.3670886075949367
HPRR4320170	0.36792452830188677
HPRR3760142	0.36792452830188677
HPRR4190863	0.36990595611285265
HPRR4320256	0.37888198757763975
HPRR4340042	0.37888198757763975
HPRR4340071	0.37888198757763975
HPRR4340007	0.3834355828220859
HPRR4310011	0.3834355828220859
HPRR4320082	0.3834355828220859
HPRR4320430	0.3834355828220859
HPRR4320711	0.38837920489296635
HPRR4320476	0.3902439024390244
HPRR4320074	0.3951367781155015
HPRR4290883	0.4121212121212121
HPRR4320056	0.41389728096676737
HPRR3780090	0.41492537313432837
HPRR4320272	0.41492537313432837
HPRR4320137	0.41492537313432837
HPRR4320297	0.41492537313432837
HPRR4320668	0.415929203539823
HPRR4350081	0.415929203539823
HPRR4320693	0.415929203539823
HPRR4310053	0.415929203539823
HPRR4310010	0.42028985507246375
HPRR4320180	0.42028985507246375
HPRR4320672	0.42028985507246375
HPRR4310041	0.42028985507246375
HPRR4320332	0.42028985507246375
HPRR4000109	0.42028985507246375
HPRR4320346	0.42032967032967034
HPRR4320687	0.42032967032967034
HPRR4290959	0.42032967032967034
HPRR4320081	0.42032967032967034
HPRR4320590	0.42032967032967034
HPRR4320627	0.42032967032967034
HPRR4320263	0.42032967032967034
HPRR4340044	0.42032967032967034
HPRR4320200	0.42032967032967034
HPRR4310065	0.42032967032967034
HPRR4320410	0.42032967032967034
HPRR4320652	0.42032967032967034
HPRR4320669	0.42032967032967034
HPRR4320609	0.42032967032967034
HPRR4350072	0.42032967032967034
HPRR4290926	0.42032967032967034
HPRR4320413	0.42032967032967034
HPRR4320158	0.42032967032967034
HPRR4320315	0.42032967032967034
HPRR4320452	0.4246575342465753
HPRR4320024	0.4262295081967213
HPRR4320657	0.42702702702702705
HPRR4320227	0.42702702702702705
HPRR4320400	0.42702702702702705
HPRR4320019	0.42702702702702705
HPRR4320703	0.42857142857142855
HPRR4340062	0.4316353887399464
HPRR4320552	0.4316353887399464
HPRR4320304	0.44919786096256686
HPRR4320708	0.4605263157894737
HPRR4320098	0.4605263157894737
HPRR4320026	0.4605263157894737
HPRR4291051	0.4605263157894737
HPRR4310038	0.4605263157894737
HPRR4350010	0.4605263157894737
HPRR4290985	0.4625322997416021
HPRR4320013	0.4625322997416021
HPRR4320328	0.4625322997416021
HPRR4030233	0.4625322997416021
HPRR4291014	0.4625322997416021
HPRR4320464	0.4625322997416021
HPRR4320004	0.4625322997416021
HPRR4320322	0.4641025641025641
HPRR4320235	0.4641025641025641
HPRR4310068	0.4641025641025641
HPRR4340022	0.4722222222222222
HPRR4320215	0.4722222222222222
HPRR4320003	0.4722222222222222
HPRR4110358	0.4722222222222222
HPRR4290888	0.4722222222222222
HPRR4340102	0.4722222222222222
HPRR4320051	0.47858942065491183
HPRR4080136	0.4825
HPRR4320058	0.4825
HPRR4110422	0.4825
HPRR4320101	0.486284289276808
HPRR4320129	0.48756218905472637
HPRR4320205	0.48883374689826303
HPRR4291052	0.4962962962962963
HPRR4320560	0.4962962962962963
HPRR4030528	0.4975369458128079
HPRR4340091	0.5012285012285013
HPRR4320007	0.5024509803921569
HPRR4320615	0.5036319612590799
HPRR4320325	0.5036319612590799
HPRR4290879	0.5036319612590799
HPRR4320288	0.5036319612590799
HPRR4320558	0.5036319612590799
HPRR4320070	0.5072463768115942
HPRR4320422	0.5096153846153846
HPRR4290987	0.5096153846153846
HPRR4320472	0.513189448441247
HPRR4340105	0.5167464114832536
HPRR4320546	0.5201900237529691
HPRR4320091	0.5201900237529691
HPRR4320417	0.5201900237529691
HPRR4320593	0.523696682464455
HPRR4320206	0.5295508274231678
HPRR4310045	0.5362997658079626
HPRR4320376	0.5362997658079626
HPRR4291017	0.5362997658079626
HPRR4320486	0.5362997658079626
HPRR4291038	0.5397196261682243
HPRR3730250	0.5416666666666666
HPRR4320453	0.5416666666666666
HPRR4320520	0.5416666666666666
HPRR4320052	0.5416666666666666
HPRR3880239	0.5423340961098398
HPRR4291050	0.5423340961098398
HPRR3760407	0.5423340961098398
HPRR4290924	0.5423340961098398
HPRR4310007	0.5423340961098398
HPRR4291030	0.5426695842450766
HPRR4320377	0.5426695842450766
HPRR4320570	0.5426695842450766
HPRR4291033	0.5426695842450766
HPRR3720402	0.5426695842450766
HPRR4320601	0.5426695842450766
HPRR4320576	0.5426695842450766
HPRR4340089	0.5426695842450766
HPRR4320392	0.5426695842450766
HPRR4320174	0.5426695842450766
HPRR4320647	0.5426695842450766
HPRR4291000	0.5426695842450766
HPRR4320261	0.5426695842450766
HPRR4320603	0.5426695842450766
HPRR3730146	0.5426695842450766
HPRR4320245	0.5426695842450766
HPRR4290978	0.5426695842450766
HPRR4120086	0.5426695842450766
HPRR4320204	0.5426695842450766
HPRR4340052	0.5426695842450766
HPRR4320488	0.5434782608695652
HPRR4290931	0.5434782608695652
HPRR4320109	0.5434782608695652
HPRR4320238	0.5442764578833693
HPRR4290886	0.5442764578833693
HPRR4320103	0.5442764578833693
HPRR4320382	0.5452586206896551
HPRR4320611	0.5524625267665952
HPRR4320293	0.5524625267665952
HPRR4320264	0.5524625267665952
HPRR4320518	0.5534188034188035
HPRR4320330	0.554140127388535
HPRR4320253	0.554140127388535
HPRR4340092	0.554140127388535
HPRR4320530	0.5557894736842105
HPRR4291036	0.5557894736842105
HPRR4290914	0.5557894736842105
HPRR4340048	0.5557894736842105
HPRR3760434	0.5588235294117647
HPRR4320077	0.560081466395112
HPRR4320279	0.560081466395112
HPRR4320557	0.560081466395112
HPRR4290939	0.560081466395112
HPRR4320166	0.560081466395112
HPRR4290970	0.560081466395112
HPRR4320114	0.560081466395112
HPRR3071109	0.560081466395112
HPRR4320568	0.560081466395112
HPRR4320221	0.560081466395112
HPRR4290900	0.560081466395112
HPRR4320571	0.560081466395112
HPRR4340065	0.560081466395112
HPRR4340075	0.560081466395112
HPRR4040278	0.560081466395112
HPRR4291045	0.5630081300813008
HPRR4320296	0.565922920892495
HPRR4320031	0.5668016194331984
HPRR3760498	0.5754527162977867
HPRR4340016	0.5754527162977867
HPRR4290977	0.5754527162977867
HPRR4440366	0.5763052208835341
HPRR4290890	0.5771543086172345
HPRR3720352	0.578
HPRR4320709	0.5816733067729084
HPRR4320260	0.5816733067729084
HPRR4320394	0.5821782178217821
HPRR4320362	0.5821782178217821
HPRR4040007	0.5821782178217821
HPRR4320677	0.5869565217391305
HPRR4310063	0.5877712031558185
HPRR4291035	0.5893909626719057
HPRR4310029	0.5893909626719057
HPRR4320434	0.5941176470588235
HPRR4320378	0.6066536203522505
HPRR4320028	0.6101364522417154
HPRR4320367	0.6101364522417154
HPRR4290942	0.6155339805825243
HPRR4320427	0.6155339805825243
HPRR4320144	0.622093023255814
HPRR4320618	0.6228239845261122
HPRR4320214	0.6274131274131274
HPRR4320258	0.628131021194605
HPRR4320023	0.6326923076923077
HPRR4340023	0.6333973128598849
HPRR4290988	0.6393129770992366
HPRR4320047	0.6393129770992366
HPRR3720606	0.6393129770992366
HPRR4290896	0.6457142857142857
HPRR4340100	0.6477272727272727
HPRR4320308	0.6477272727272727
HPRR4190190	0.6477272727272727
HPRR4340037	0.6540642722117203
HPRR4320443	0.6567717996289425
HPRR4320679	0.6567717996289425
HPRR4030471	0.6567717996289425
HPRR4340026	0.6567717996289425
HPRR4320208	0.6567717996289425
HPRR4320176	0.6567717996289425
HPRR4320009	0.6567717996289425
HPRR4520044	0.6567717996289425
HPRR4340055	0.6567717996289425
HPRR4320195	0.6567717996289425
HPRR4340004	0.6568265682656826
HPRR4320407	0.6568265682656826
HPRR4320374	0.6568265682656826
HPRR4320156	0.6574585635359116
HPRR4320474	0.6575091575091575
HPRR4291047	0.6575091575091575
HPRR3950052	0.6575091575091575
HPRR3950112	0.6636197440585009
HPRR4320065	0.6642335766423357
HPRR4290923	0.668488160291439
HPRR4340032	0.6714542190305206
HPRR4320094	0.6714542190305206
HPRR4320190	0.6714542190305206
HPRR4320087	0.6714542190305206
HPRR4320134	0.6714542190305206
HPRR4500051	0.6714542190305206
HPRR4320017	0.6714542190305206
HPRR4340067	0.6714542190305206
HPRR4320692	0.6737967914438503
HPRR4320540	0.6737967914438503
HPRR4320510	0.6737967914438503
HPRR3760436	0.6737967914438503
HPRR4320347	0.6790123456790124
HPRR4320172	0.6790123456790124
HPRR4291026	0.6790123456790124
HPRR3830190	0.6790123456790124
HPRR4320048	0.6790123456790124
HPRR4320404	0.6790123456790124
HPRR4320554	0.6901408450704225
HPRR232666	0.6906854130052724
HPRR4340101	0.6909722222222222
HPRR4320411	0.6909722222222222
HPRR4340056	0.6909722222222222
HPRR4040559	0.6909722222222222
HPRR4320057	0.6909722222222222
HPRR4291046	0.6909722222222222
HPRR4291040	0.6909722222222222
HPRR3760765	0.6925734024179621
HPRR4320419	0.6925734024179621
HPRR4320503	0.6925734024179621
HPRR4340027	0.6931034482758621
HPRR4320349	0.693631669535284
HPRR4320352	0.6941580756013745
HPRR4340111	0.6962457337883959
HPRR4160788	0.6962457337883959
HPRR4320255	0.6962457337883959
HPRR4320642	0.6962457337883959
HPRR4320449	0.6968174204355109
HPRR4340072	0.6968174204355109
HPRR4320418	0.6968174204355109
HPRR4180065	0.6968174204355109
HPRR4320285	0.6968174204355109
HPRR4320535	0.6968174204355109
HPRR4290979	0.6968174204355109
HPRR4320002	0.6968174204355109
HPRR4320155	0.6968174204355109
HPRR4320509	0.6968174204355109
HPRR3790306	0.6968174204355109
HPRR3830287	0.6978297161936561
HPRR4290982	0.6978297161936561
HPRR4310034	0.7009803921568627
HPRR4290994	0.7009803921568627
HPRR4320566	0.7009803921568627
HPRR4310001	0.7009803921568627
HPRR4340110	0.7009803921568627
HPRR4320306	0.7009803921568627
HPRR4320636	0.7009803921568627
HPRR4340009	0.7009803921568627
HPRR4320682	0.7009803921568627
HPRR4320606	0.7009803921568627
HPRR4320507	0.7009803921568627
HPRR4340080	0.7009803921568627
HPRR4290882	0.7009803921568627
HPRR4320318	0.7030497592295345
HPRR4320479	0.7030497592295345
HPRR4291053	0.7030497592295345
HPRR4340039	0.7030497592295345
HPRR4291028	0.7030497592295345
HPRR4320403	0.7030497592295345
HPRR4320481	0.7030497592295345
HPRR4320355	0.7030497592295345
HPRR4320130	0.7030497592295345
HPRR4320680	0.7030497592295345
HPRR2390053	0.7030497592295345
HPRR4120251	0.7035256410256411
HPRR4340079	0.7056
HPRR3790667	0.7060702875399361
HPRR4320528	0.7063492063492064
HPRR220635	0.7063492063492064
HPRR4320071	0.7063492063492064
HPRR4320324	0.7063492063492064
HPRR4320159	0.7088607594936709
HPRR4320424	0.7088607594936709
HPRR4340094	0.7095761381475667
HPRR4320482	0.7095761381475667
HPRR4320585	0.7095761381475667
HPRR4340057	0.7095761381475667
HPRR4310024	0.7095761381475667
HPRR4320598	0.7115987460815048
HPRR3760567	0.7133956386292835
HPRR4320517	0.7133956386292835
HPRR4291013	0.7133956386292835
HPRR4320066	0.7133956386292835
HPRR4320470	0.713841368584759
HPRR4340038	0.714064914992272
HPRR3760825	0.714064914992272
HPRR4320537	0.714064914992272
HPRR4320597	0.714064914992272
HPRR4320497	0.7175925925925926
HPRR4310035	0.7180277349768875
HPRR4320665	0.7184615384615385
HPRR4320504	0.7186544342507645
HPRR4030335	0.7186544342507645
HPRR4340018	0.7186544342507645
HPRR4320333	0.7186544342507645
HPRR4290875	0.7257575757575757
HPRR4340083	0.7257575757575757
HPRR4320102	0.7257575757575757
HPRR4320623	0.7257575757575757
HPRR4320366	0.7257575757575757
HPRR3790336	0.7257575757575757
HPRR4320303	0.729607250755287
HPRR4310019	0.729607250755287
HPRR4290996	0.7330316742081447
HPRR4290873	0.7366071428571429
HPRR4320524	0.7366071428571429
HPRR3761047	0.7366071428571429
HPRR4310036	0.7366071428571429
HPRR4290877	0.7366071428571429
HPRR4320163	0.7366071428571429
HPRR4320587	0.7366071428571429
HPRR4290935	0.7366071428571429
HPRR4320182	0.7366071428571429
HPRR4320099	0.7372262773722628
HPRR4320124	0.7372262773722628
HPRR3790495	0.7372262773722628
HPRR4291005	0.7372262773722628
HPRR4320331	0.7372262773722628
HPRR4290976	0.7372262773722628
HPRR4310061	0.7372262773722628
HPRR3770043	0.7372262773722628
HPRR4320619	0.7372262773722628
HPRR4291032	0.7372262773722628
HPRR4320435	0.7372262773722628
HPRR4340033	0.7372262773722628
HPRR4320062	0.7372262773722628
HPRR4320607	0.7406451612903225
HPRR4320115	0.7406451612903225
HPRR4320519	0.7406451612903225
HPRR4320505	0.7406451612903225
HPRR4291007	0.7406451612903225
HPRR4280132	0.7406451612903225
HPRR4290949	0.7406451612903225
HPRR4320685	0.7406451612903225
HPRR4290869	0.7406451612903225
HPRR4340036	0.7406451612903225
HPRR4320477	0.7406451612903225
HPRR4320301	0.7406451612903225
HPRR3970041	0.7406451612903225
HPRR4030352	0.7406451612903225
HPRR4320511	0.7406451612903225
HPRR4291020	0.7406451612903225
HPRR4320246	0.7406451612903225
HPRR4310014	0.7406451612903225
HPRR4350071	0.7406451612903225
HPRR4340070	0.7406451612903225
HPRR3720532	0.7406451612903225
HPRR3450023	0.7406451612903225
HPRR4320336	0.7406451612903225
HPRR4320030	0.7406451612903225
HPRR4310044	0.7406451612903225
HPRR4320533	0.7406451612903225
HPRR4320068	0.7406451612903225
HPRR4320123	0.7406451612903225
HPRR4320111	0.7406451612903225
HPRR4320241	0.7406451612903225
HPRR4320416	0.7406451612903225
HPRR4320175	0.7406451612903225
HPRR4030419	0.7406451612903225
HPRR4320385	0.7406451612903225
HPRR4000324	0.7406451612903225
HPRR4340078	0.7406451612903225
HPRR4320266	0.7406451612903225
HPRR3760365	0.7406451612903225
HPRR4320608	0.7406451612903225
HPRR4310037	0.7406451612903225
HPRR4320421	0.7406451612903225
HPRR4291022	0.7406451612903225
HPRR4320712	0.7406451612903225
HPRR4340005	0.7406451612903225
HPRR4290983	0.7406451612903225
HPRR232684	0.7406451612903225
HPRR4320309	0.7406451612903225
HPRR3890095	0.7406451612903225
HPRR2250253	0.7406451612903225
HPRR4390277	0.7406451612903225
HPRR4320496	0.7406451612903225
HPRR4320666	0.7406451612903225
HPRR4320425	0.7406451612903225
HPRR4320363	0.7406451612903225
HPRR4290881	0.7406451612903225
HPRR4320393	0.7406451612903225
HPRR4060158	0.7406451612903225
HPRR4320485	0.7406451612903225
HPRR4320104	0.7406451612903225
HPRR3730192	0.7406451612903225
HPRR4320469	0.7406451612903225
HPRR4320273	0.7406451612903225
HPRR4320613	0.7406451612903225
HPRR4310031	0.7406451612903225
HPRR4320390	0.7406451612903225
HPRR4320213	0.7406451612903225
HPRR4420088	0.7406451612903225
HPRR4320414	0.7406451612903225
HPRR4320375	0.7406451612903225
HPRR4160683	0.7406451612903225
HPRR4320067	0.7406451612903225
HPRR3770029	0.7406451612903225
HPRR4320690	0.7406451612903225
HPRR4340084	0.7406451612903225
HPRR4320167	0.7406451612903225
HPRR4340069	0.7406451612903225
HPRR4320624	0.7406451612903225
HPRR4450069	0.7406451612903225
HPRR4310018	0.7406451612903225
HPRR4290964	0.7406451612903225
HPRR4320686	0.7406451612903225
HPRR3120119	0.7406451612903225
HPRR4320629	0.7406451612903225
HPRR4290991	0.7406451612903225
HPRR4320314	0.7406451612903225
HPRR4320710	0.7406451612903225
HPRR4030441	0.7406451612903225
HPRR4320498	0.7406451612903225
HPRR4340085	0.7406451612903225
HPRR4340060	0.7406451612903225
